45391,44432,177.44
35908,36080,18013
19664,27535,42801
51273,20383,18344
663.23,86854,2482.7
25197,51233,13570
34009,17040,38952
18892,62808,8300.3
59129,2993.5,27877
18925,12749,58326
19701,9419.9,60879
44213,32206,13581
71033,5274.6,13692
15169,41235,33595
46923,11022,32055
33967,38393,17639
6382.7,82445,1172.7
52372,9057.8,28570
34087,52908,3005.1
73792,5809.9,10398
5843.6,59883,24273
9218.9,203.48,80578
15621,53368,21012
33456,53391,3153.1
32567,15794,41638
12924,74204,2871.4
39497,10418,40086
87835,278.11,1887.3
31101,37182,21717
22585,56451,10964
21654,715.83,67630
6074.3,5766.2,78160
53307,23902,12791
29015,121.4,60863
19429,21552,49019
12020,20341,57639
20975,19605,49420
28356,1165.9,60479
9314.4,57069,23617
25212,3501.3,61287
16376,35480,38144
19577,2854,67569
4658.4,7659.1,77682
26306,12608,51086
25584,47481,16935
22556,53575,13868
43044,14349,32607
46716,32000,11284
23887,25128,40985
42979,35625,11395
1896.2,71376,16727
5008.2,27627,57365
69577,6769.5,13653
22739,10380,56881
36022,8187.8,45790
618.88,81910,7470.7
11395,41204,37401
8859.6,78025,3114.9
40500,1596.4,47904
69139,11950,8910.7
28155,52592,9252.6
3310,13496,73194
58290,19384,12326
29368,40386,20246
31297,444.91,58259
12204,16716,61081
7339.7,51233,31428
1833.1,4919.5,83247
27332,3226.8,59442
6941.3,71437,11622
27233,47023,15744
27045,49298,13657
7039.6,39708,43252
14377,22532,53091
41179,4836.7,43985
6566.4,17207,66227
14633,50746,24621
5388.6,43340,41272
6421.4,67653,15926
49845,20267,19889
20036,61588,8376.1
2723.6,75802,11474
45233,22406,22361
42645,38877,8478.7
10490,21711,57800
16658,5039.5,68303
52869,5669.7,31461
2893.8,17294,69812
63599,14610,11791
59118,25942,4940.3
33869,34267,21864
17762,68310,3927.3
64902,8045.7,17052
65093,9089,15818
59436,6851.2,23713
46862,41415,1723
26261,54652,9087
21403,60657,7939.9
21598,39602,28800
10118,2173.1,77709
38637,23769,27594
38552,19916,31532
73452,14986,1561.8
26396,32625,30979
1077.8,70040,18882
34546,3792.6,51661
8526.8,55483,25990
4065.2,27709,58226
78873,5147.4,5979.4
65751,15539,8709.8
2238.4,86817,944.84
5938.2,18997,65065
29497,26780,33724
70983,17167,1849.8
11992,47209,30799
63105,4652.4,22242
11096,70832,8071.4
2291.6,40762,46947
18807,22327,48866
3979.6,47553,38467
64062,16048,9890.3
31920,48848,9231.8
82276,5648.7,2075.6
7419.5,65716,16864
62058,14670,13272
11554,3585.4,74860
31014,12062,46924
48047,22949,19004
1103.5,2414.6,86482
54151,8015.9,27833
48792,35712,5496.3
76413,9407.9,4179.2
28744,32450,28806
11232,35341,43427
22975,4219.4,62805
64104,18787,7109.3
24140,21799,44062
57079,18174,14748
78235,388.09,11377
17223,28340,44438
19603,14532,55865
32596,43484,13920
29461,11921,48619
60923,24519,4558.1
36230,29670,24100
16637,45240,28123
7638.7,58748,23614
20926,7465.4,61608
21947,10439,57614
46408,16199,27393
600.12,12076,77324
25666,17450,46884
49287,31458,9254.3
57492,29241,3266.8
91.758,70464,19444
42818,9687.9,37494
22737,35558,31705
43633,34159,12208
4851.8,52577,32571
7636,50933,31431
30213,55229,4557.3
73868,11365,4766.2
3477.9,17905,68617
4442.1,83397,2160.7
211.42,47666,42123
19951,30712,39337
78612,2521.5,8866.8
44542,121.94,45336
16038,25864,48098
8159.2,25403,56438
45267,2783,41950
22723,49436,17841
14249,34016,41736
57195,25733,7071.2
16989,51920,21091
11945,14932,63123
3881.7,31875,54244
51661,30283,8056.2
31029,37888,21083
36841,17174,35984
53513,21590,14897
45032,14570,30398
24634,22636,42730
53374,1143.2,35483
9493.4,45902,34605
44486,35827,9686.8
30617,21300,38083
4981.1,55532,29487
35991,1920.3,52089
17632,2359.3,70009
